,S_NO,NAME,UNIT_NO,DT_ COMM,CAPACITY MW AS ON 31/03/2023,TYPE,STATE,SECTOR,SYSTEM,Fuel1,Fuel2,NET GENERATION(MU),Fuel 1 Consumption (if coal: only national coal) ,Fuel 1 Consumption (only for imported coal),Fuel 2 Consumption,CO2(ton) FUEL-1,"CO2(ton)
FUEL-2",TOTAL CO2(ton),Emission factor (ton/MWh),CDM Registry
,36.00,DADRI (NCTPP),3.00,16-06-1992,210.00,THERMAL,UTTAR PRADESH,CENTER,NTPC,COAL,OIL,1152.00,783.30,98.00,486.00,1174908.44,1332.18,1176240.62,1.02,
,36.00,DADRI (NCTPP),4.00,24-03-1994,210.00,THERMAL,UTTAR PRADESH,CENTER,NTPC,COAL,OIL,1029.00,708.40,85.00,834.00,1059178.37,2263.91,1061442.28,1.03,
,36.00,DADRI (NCTPP),5.00,29-01-2010,490.00,THERMAL,UTTAR PRADESH,CENTER,NTPC,COAL,OIL,2415.00,1508.60,266.00,1527.00,2379001.96,4177.82,2383179.78,0.99,
,36.00,DADRI (NCTPP),6.00,30-07-2010,490.00,THERMAL,UTTAR PRADESH,CENTER,NTPC,COAL,OIL,2766.00,1669.20,280.00,1240.00,2619180.70,3364.58,2622545.28,0.95,
,37.00,DAHANU,0.00,,500.00,THERMAL,MAHARASHTRA,PVT,REL,COAL,OIL,2914.54,2082.98,71.53,568.06,2790054.91,1750.76,2791805.67,0.96,
,37.00,DAHANU,1.00,06-01-1995,250.00,THERMAL,MAHARASHTRA,PVT,REL,COAL,OIL,1540.96,1096.15,31.33,299.60,1459305.55,923.36,1460228.91,0.95,
,37.00,DAHANU,2.00,29-03-1995,250.00,THERMAL,MAHARASHTRA,PVT,REL,COAL,OIL,1373.58,986.83,40.20,268.46,1330749.36,827.40,1331576.76,0.97,
,38.00,DAMODARAM SANJEEVAIAH,0.00,,2400.00,THERMAL,ANDHRA PRADESH,STATE,APPDCL,COAL,OIL,9087.31,5681.65,555.20,6692.50,9503289.30,19802.12,9523091.42,1.05,
,38.00,DAMODARAM SANJEEVAIAH,1.00,28-08-2014,800.00,THERMAL,ANDHRA PRADESH,STATE,APPDCL,COAL,OIL,3150.93,1945.83,289.84,1251.31,3433637.69,3698.01,3437335.70,1.09,
,38.00,DAMODARAM SANJEEVAIAH,2.00,17-03-2015,800.00,THERMAL,ANDHRA PRADESH,STATE,APPDCL,COAL,OIL,2906.36,1810.73,231.14,1920.45,3125989.06,5682.12,3131671.18,1.08,
,38.00,DAMODARAM SANJEEVAIAH,3.00,17-03-2023,800.00,THERMAL,ANDHRA PRADESH,STATE,APPDCL,COAL,OIL,3030.02,1925.09,34.22,3520.74,2943662.55,10422.00,2954084.55,0.97,
,39.00,DARLIPALLI STPP St-I,0.00,,1600.00,THERMAL,ODISHA,CENTER,NTPC,COAL,OIL,11340.60,9161.38,0.00,4394.00,9968252.50,12212.85,9980465.35,0.88,
,39.00,DARLIPALLI STPP St-I,1.00,30-12-2019,800.00,THERMAL,ODISHA,CENTER,NTPC,COAL,OIL,6181.62,5012.39,0.00,2207.00,5452986.41,6136.10,5459122.51,0.88,
,39.00,DARLIPALLI STPP St-I,2.00,21-07-2021,800.00,THERMAL,ODISHA,CENTER,NTPC,COAL,OIL,5158.96,4148.99,0.00,2187.00,4515266.10,6076.74,4521342.84,0.88,
,40.00,DERANG,0.00,,1200.00,THERMAL,ORISSA,PVT,JIPL,COAL,OIL,7858.52,5929.59,0.00,1462.27,7379972.46,4181.79,7384154.25,0.94,
,40.00,DERANG,1.00,10-05-2014,600.00,THERMAL,ORISSA,PVT,JIPL,COAL,OIL,3445.34,2570.69,0.00,705.91,3211080.37,2018.76,3213099.13,0.93,
,40.00,DERANG,2.00,24-01-2015,600.00,THERMAL,ORISSA,PVT,JIPL,COAL,OIL,4413.18,3358.90,0.00,756.36,4168892.09,2163.03,4171055.12,0.95,
,41.00,DHARIWAL INF TPP ,0.00,,600.00,THERMAL,MAHARASHTRA,PVT,DHARIWAL INFRA PVT LTD,COAL,OIL,4095.00,2968.00,0.00,394.00,3950243.04,1204.73,3951447.77,0.96,
,41.00,DHARIWAL INF TPP ,1.00,03-11-2013,300.00,THERMAL,MAHARASHTRA,PVT,DHARIWAL INFRA PVT LTD,COAL,OIL,2001.00,1372.00,0.00,230.00,1928202.92,703.27,1928906.19,0.96,
,41.00,DHARIWAL INF TPP ,2.00,02-08-2014,300.00,THERMAL,MAHARASHTRA,PVT,DHARIWAL INFRA PVT LTD,COAL,OIL,2094.00,1596.00,0.00,164.00,2022040.11,501.46,2022541.58,0.97,
,42.00,DISHERGARH TPP,0.00,,12.00,THERMAL,WEST BENGAL,PVT,DPSCLTD,COAL,-,41.48,49.05,0.00,0.00,60804.65,0.00,60804.65,1.47,
,42.00,DISHERGARH TPP,1.00,27-03-2019,12.00,THERMAL,WEST BENGAL,PVT,DPSCLTD,COAL,-,41.48,49.05,0.00,0.00,60804.65,0.00,60804.65,1.47,
,43.00,DSPM TPS(KORBA-EAST),0.00,,500.00,THERMAL,CHATTISGARH,STATE,CSEB,COAL,OIL,3781.76,2977.64,0.00,708.97,3762330.51,2027.50,3764358.01,1.00,
,43.00,DSPM TPS(KORBA-EAST),7.00,30-03-2007,250.00,THERMAL,CHATTISGARH,STATE,CSEB,COAL,OIL,1890.88,1484.26,0.00,340.30,1875404.83,973.18,1876378.01,0.99,
,43.00,DSPM TPS(KORBA-EAST),8.00,12-12-2007,250.00,THERMAL,CHATTISGARH,STATE,CSEB,COAL,OIL,1890.88,1493.38,0.00,368.67,1886925.68,1054.32,1887980.00,1.00,
,44.00,DURGAPUR STEEL TPS,0.00,,1000.00,THERMAL,WEST BENGAL,CENTER,DVC,COAL,OIL,6711.58,4128.19,163.27,1543.13,6605893.93,4631.68,6610525.62,0.98,
,44.00,DURGAPUR STEEL TPS,1.00,29-07-2011,500.00,THERMAL,WEST BENGAL,CENTER,DVC,COAL,OIL,3516.06,2167.33,86.91,577.57,3470294.36,1733.57,3472027.93,0.99,
,44.00,DURGAPUR STEEL TPS,2.00,23-03-2012,500.00,THERMAL,WEST BENGAL,CENTER,DVC,COAL,OIL,3195.52,1960.86,76.36,965.56,3135599.57,2898.11,3138497.68,0.98,
,45.00,EMCO GMR WARORA TPP,0.00,,600.00,THERMAL,MAHARASHTRA,PVT,EMCO ENERGY (gmr),COAL,OIL,4031.00,2814.16,131.00,425.00,4049764.61,1291.01,4051055.62,1.00,
,45.00,EMCO GMR WARORA TPP,1.00,07-02-2013,300.00,THERMAL,MAHARASHTRA,PVT,EMCO ENERGY (gmr),COAL,OIL,1978.00,1387.41,64.00,281.00,1998748.48,853.59,1999602.07,1.01,
,45.00,EMCO GMR  WARORA TPP,2.00,27-08-2013,300.00,THERMAL,MAHARASHTRA,PVT,EMCO ENERGY (gmr),COAL,OIL,2053.00,1426.75,67.00,144.00,2051016.13,437.42,2051453.55,1.00,
,46.00,FARAKKA STPS,0.00,,2100.00,THERMAL,WEST BENGAL,CENTER,NTPC,COAL,OIL,12747.00,8076.30,573.00,11302.00,12585432.49,31486.50,12616918.99,0.99,
,46.00,FARAKKA STPS,1.00,01-01-1986,200.00,THERMAL,WEST BENGAL,CENTER,NTPC,COAL,OIL,1290.00,775.00,111.00,625.00,1290254.82,1743.40,1291998.22,1.00,
,46.00,FARAKKA STPS,2.00,24-12-1986,200.00,THERMAL,WEST BENGAL,CENTER,NTPC,COAL,OIL,1313.00,793.50,110.00,734.00,1314998.02,2046.40,1317044.42,1.00,
,46.00,FARAKKA STPS,3.00,06-08-1987,200.00,THERMAL,WEST BENGAL,CENTER,NTPC,COAL,OIL,1188.00,756.50,93.00,990.00,1235394.00,2765.23,1238159.23,1.04,
,46.00,FARAKKA STPS,4.00,25-09-1992,500.00,THERMAL,WEST BENGAL,CENTER,NTPC,COAL,OIL,2706.00,1722.10,90.00,3666.00,2652944.87,10210.37,2663155.24,0.98,
,46.00,FARAKKA STPS,5.00,16-02-1994,500.00,THERMAL,WEST BENGAL,CENTER,NTPC,COAL,OIL,3306.00,2102.30,115.00,3361.00,3244899.33,9365.71,3254265.04,0.98,
,46.00,FARAKKA STPS,6.00,07-03-2011,500.00,THERMAL,WEST BENGAL,CENTER,NTPC,COAL,OIL,2944.00,1926.90,54.00,1926.00,2846941.45,5355.39,2852296.84,0.97,
,47.00,GADARWARA,0.00,,1600.00,THERMAL,MADHYA PRADESH,CENTER,NTPC,COAL,OIL,9395.34,5378.98,718.80,4695.20,8409563.59,12567.66,8422131.25,0.90,
,47.00,GADARWARA,1.00,29-03-2018,800.00,THERMAL,MADHYA PRADESH,CENTER,NTPC,COAL,OIL,4734.16,2728.90,364.56,2252.07,4261741.07,6028.87,4267769.94,0.90,
,47.00,GADARWARA,2.00,16-02-2021,800.00,THERMAL,MADHYA PRADESH,CENTER,NTPC,COAL,OIL,4661.18,2650.08,354.24,2443.13,4147822.52,6538.79,4154361.31,0.89,
,48.00,GANDHI NAGAR,0.00,,630.00,THERMAL,GUJARAT,STATE,GSECL,COAL,OIL,2622.25,2043.62,55.94,3267.25,2961352.96,9763.15,2971116.11,1.13,
,48.00,GANDHI NAGAR,3.00,20-03-1990,210.00,THERMAL,GUJARAT,STATE,GSECL,COAL,OIL,804.33,633.51,16.78,974.12,915257.53,2909.47,918167.00,1.14,
,48.00,GANDHI NAGAR,4.00,20-07-1991,210.00,THERMAL,GUJARAT,STATE,GSECL,COAL,OIL,732.92,583.35,20.20,1278.27,850490.16,3816.43,854306.59,1.17,
,48.00,GANDHI NAGAR,5.00,17-03-1998,210.00,THERMAL,GUJARAT,STATE,GSECL,COAL,OIL,1085.00,826.76,18.96,1014.86,1195605.27,3037.25,1198642.51,1.10,
,49.00,GEPL,0.00,,120.00,THERMAL,MAHARASHTRA,PVT,Gupta Energy Pvt limited,COAL,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,49.00,GEPL,1.00,08-09-2012,60.00,THERMAL,MAHARASHTRA,PVT,Gupta Energy Pvt limited,COAL,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,49.00,GEPL,2.00,28-04-2012,60.00,THERMAL,MAHARASHTRA,PVT,Gupta Energy Pvt limited,COAL,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,50.00,GHTP (LEH.MOH.),0.00,,920.00,THERMAL,PUNJAB,STATE,PSEB,COAL,OIL,4268.87,2933.52,0.00,1892.00,5175434.81,5410.73,5180845.54,1.21,
,50.00,GHTP (LEH.MOH.),1.00,29-12-1997,210.00,THERMAL,PUNJAB,STATE,PSEB,COAL,OIL,1300.23,914.74,0.00,526.00,1613821.04,1504.25,1615325.29,1.24,
,50.00,GHTP (LEH.MOH.),2.00,16-10-1998,210.00,THERMAL,PUNJAB,STATE,PSEB,COAL,OIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,50.00,GHTP (LEH.MOH.),3.00,03-01-2008,250.00,THERMAL,PUNJAB,STATE,PSEB,COAL,OIL,1498.08,1027.98,0.00,759.00,1813606.68,2170.58,1815777.27,1.21,
,50.00,GHTP (LEH.MOH.),4.00,31-07-2008,250.00,THERMAL,PUNJAB,STATE,PSEB,COAL,OIL,1470.56,990.80,0.00,607.00,1748007.09,1735.89,1749742.98,1.19,
,51.00,GIRAL TPS,0.00,,250.00,THERMAL,RAJASTHAN,STATE,RRVUNL,LIGN,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,51.00,GIRAL TPS,1.00,01-09-2007,125.00,THERMAL,RAJASTHAN,STATE,RRVUNL,LIGN,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,51.00,GIRAL TPS,2.00,01-04-2011,125.00,THERMAL,RAJASTHAN,STATE,RRVUNL,LIGN,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,52.00,GODDA TPP,0.00,,0.00,THERMAL,Jharkhand,PVT,,COAL,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,52.00,GODDA TPP,1.00,01-04-2023,0.00,THERMAL,Jharkhand,PVT,,COAL,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,52.00,GODDA TPP,2.00,01-06-2023,0.00,THERMAL,Jharkhand,PVT,,COAL,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,53.00,GOINDWAL SAHIB TPP,0.00,,540.00,THERMAL,PUNJAB,PVT,GVK POWER  LTD.,COAL,OIL,2217.78,1745.34,0.00,1356.28,2300106.81,4150.19,2304257.00,1.04,
,53.00,GOINDWAL SAHIB TPP,1.00,15-03-2016,270.00,THERMAL,PUNJAB,PVT,GVK POWER  LTD.,COAL,OIL,1068.23,839.53,0.00,764.63,1104399.60,2339.75,1106739.35,1.04,
,53.00,GOINDWAL SAHIB TPP,2.00,14-02-2016,270.00,THERMAL,PUNJAB,PVT,GVK POWER  LTD.,COAL,OIL,1149.55,905.81,0.00,591.65,1195707.22,1810.44,1197517.65,1.04,
,54.00,H_GANJ B,0.00,,605.00,THERMAL,UTTAR PRADESH,STATE,UPRVUNL,COAL,OIL,2514.81,2223.75,0.00,4646.59,2634882.13,14045.72,2648927.85,1.05,
,54.00,H_GANJ B,7.00,31-03-1978,105.00,THERMAL,UTTAR PRADESH,STATE,UPRVUNL,COAL,OIL,301.52,300.11,0.00,1543.42,343675.21,4665.45,348340.66,1.16,
,54.00,H_GANJ B,8.00,27-09-2011,250.00,THERMAL,UTTAR PRADESH,STATE,UPRVUNL,COAL,OIL,1128.76,983.60,0.00,1546.02,1171548.70,4673.31,1176222.02,1.04,
,54.00,H_GANJ B,9.00,25-05-2012,250.00,THERMAL,UTTAR PRADESH,STATE,UPRVUNL,COAL,OIL,1084.53,940.04,0.00,1557.15,1119658.22,4706.96,1124365.17,1.04,
,55.00,H_GANJ B EXP-II,0.00,,660.00,THERMAL,UTTAR PRADESH,STATE,UPRVUNL,COAL,OIL,3370.02,2460.60,0.00,5738.36,2956894.98,17345.93,2974240.90,0.88,
,55.00,H_GANJ B EXP-II,1.00,29-01-2022,660.00,THERMAL,UTTAR PRADESH,STATE,UPRVUNL,COAL,OIL,3370.02,2460.60,0.00,5738.36,2956894.98,17345.93,2974240.90,0.88,
,56.00,HALDIA ,0.00,,600.00,THERMAL,WEST BENGAL,PVT,Haldia Energy Ltd.,COAL,OIL,4225.00,3115.00,0.00,388.00,3928816.54,1201.33,3930017.87,0.93,
,56.00,HALDIA ,1.00,14-01-2015,300.00,THERMAL,WEST BENGAL,PVT,Haldia Energy Ltd.,COAL,OIL,2102.00,1551.00,0.00,171.00,1954437.73,529.12,1954966.86,0.93,
,56.00,HALDIA ,2.00,16-02-2015,300.00,THERMAL,WEST BENGAL,PVT,Haldia Energy Ltd.,COAL,OIL,2123.00,1564.00,0.00,217.00,1974378.80,672.21,1975051.01,0.93,
,57.00,HIRANMAYE TPP,0.00,,300.00,THERMAL,WEST BENGAL,PVT,HIRANMAYE ENERGY LTD ,COAL,OIL,1687.78,1518.75,0.00,663.32,1813660.66,2023.49,1815684.14,1.08,
,57.00,HIRANMAYE TPP,1.00,07-06-2017,150.00,THERMAL,WEST BENGAL,PVT,HIRANMAYE ENERGY LTD ,COAL,OIL,886.85,797.87,0.00,343.61,959399.37,1048.20,960447.56,1.08,
,57.00,HIRANMAYE TPP,2.00,31-12-2017,150.00,THERMAL,WEST BENGAL,PVT,HIRANMAYE ENERGY LTD ,COAL,OIL,800.93,720.89,0.00,319.71,854261.29,975.29,855236.58,1.07,
,58.00,I.B.VALLEY,0.00,,1740.00,THERMAL,ORISSA,STATE,OPGC,COAL,OIL,10971.81,8755.60,0.00,2772.87,10076111.86,8247.04,10084358.89,0.92,
,58.00,I.B.VALLEY,1.00,22-05-1994,210.00,THERMAL,ORISSA,STATE,OPGC,COAL,OIL,1050.25,1083.02,0.00,430.13,1166711.90,1279.28,1167991.17,1.11,
,58.00,I.B.VALLEY,2.00,22-10-1995,210.00,THERMAL,ORISSA,STATE,OPGC,COAL,OIL,1151.88,1193.87,0.00,543.29,1286133.81,1615.85,1287749.66,1.12,
,58.00,I.B.VALLEY,3.00,01-07-2019,660.00,THERMAL,ORISSA,STATE,OPGC,COAL,OIL,4248.16,3152.10,0.00,1042.42,3708961.55,3100.35,3712061.90,0.87,
,58.00,I.B.VALLEY,4.00,17-08-2019,660.00,THERMAL,ORISSA,STATE,OPGC,COAL,OIL,4521.52,3326.61,0.00,757.03,3914304.59,2251.56,3916556.15,0.87,
,59.00,ITPCL TPP,0.00,,1200.00,THERMAL,TAMIL NADU,PVT,IL&FS TN PC LTD,COAL,OIL,6911.10,0.00,4306.70,432.90,6352076.54,1238.00,6353314.55,0.92,
,59.00,ITPCL TPP,1.00,19-09-2015,600.00,THERMAL,TAMIL NADU,PVT,IL&FS TN PC LTD,COAL,OIL,3803.10,0.00,2366.70,115.50,3494555.36,330.31,3494885.66,0.92,
,59.00,ITPCL TPP,2.00,18-04-2016,600.00,THERMAL,TAMIL NADU,PVT,IL&FS TN PC LTD,COAL,OIL,3108.00,0.00,1940.00,317.40,2857521.19,907.70,2858428.88,0.92,
,60.00,IND BARATH TPP(UTKAL TPP),0.00,,350.00,THERMAL,ORISSA,PVT,IND BARATH,COAL,OIL,237.55,230.37,0.00,3780.64,277567.94,11028.09,288596.03,1.21,
,60.00,IND BARATH TPP(UTKAL TPP),1.00,25-02-2016,350.00,THERMAL,ORISSA,PVT,IND BARATH,COAL,OIL,237.55,230.37,0.00,3780.64,277567.94,11028.09,288596.03,1.21,
,61.00,INDRA GANDHI STPP (Jhajjar),0.00,,1500.00,THERMAL,HARYANA,CENTER,NTPC/APCPL JV,COAL,OIL,7739.84,5235.86,357.87,5195.84,7582665.87,14205.23,7596871.10,0.98,
,61.00,INDRA GANDHI STPP,1.00,31-10-2010,500.00,THERMAL,HARYANA,CENTER,NTPC/APCPL JV,COAL,OIL,2641.71,1800.08,126.54,1325.58,2611395.56,3624.08,2615019.65,0.99,
,61.00,INDRA GANDHI STPP,2.00,05-11-2011,500.00,THERMAL,HARYANA,CENTER,NTPC/APCPL JV,COAL,OIL,2761.67,1876.32,123.06,1060.60,2710685.08,2899.64,2713584.72,0.98,
,61.00,INDRA GANDHI STPP,3.00,11-07-2012,500.00,THERMAL,HARYANA,CENTER,NTPC/APCPL JV,COAL,OIL,2336.46,1559.46,108.27,2809.66,2260585.22,7681.51,2268266.73,0.97,
,62.00,JALLIPPA KAPURDI TPP,0.00,,1080.00,THERMAL,RAJASTHAN,PVT,RAJ WEST POWER LTD (jsw),LIGN,OIL,6329.27,5872.54,0.00,701.88,7645407.98,1889.01,7647296.99,1.21,
,62.00,JALLIPPA KAPURDI TPP,1.00,16-10-2009,135.00,THERMAL,RAJASTHAN,PVT,RAJ WEST POWER LTD (jsw),LIGN,OIL,748.07,695.53,0.00,114.43,908828.91,307.97,909136.89,1.22,
,62.00,JALLIPPA KAPURDI TPP,2.00,08-07-2010,135.00,THERMAL,RAJASTHAN,PVT,RAJ WEST POWER LTD (jsw),LIGN,OIL,734.67,677.91,0.00,70.49,881005.00,189.71,881194.71,1.20,
,62.00,JALLIPPA KAPURDI TPP,3.00,02-11-2011,135.00,THERMAL,RAJASTHAN,PVT,RAJ WEST POWER LTD (jsw),LIGN,OIL,820.71,758.16,0.00,108.86,987425.59,292.98,987718.57,1.20,
,62.00,JALLIPPA KAPURDI TPP,4.00,23-11-2011,135.00,THERMAL,RAJASTHAN,PVT,RAJ WEST POWER LTD (jsw),LIGN,OIL,795.83,731.89,0.00,79.41,950519.51,213.72,950733.23,1.19,
,62.00,JALLIPPA KAPURDI TPP,5.00,05-02-2013,135.00,THERMAL,RAJASTHAN,PVT,RAJ WEST POWER LTD (jsw),LIGN,OIL,852.79,794.58,0.00,53.93,1033315.64,145.14,1033460.79,1.21,
,62.00,JALLIPPA KAPURDI TPP,6.00,03-03-2013,135.00,THERMAL,RAJASTHAN,PVT,RAJ WEST POWER LTD (jsw),LIGN,OIL,746.27,699.28,0.00,84.95,906676.93,228.63,906905.56,1.22,
,62.00,JALLIPPA KAPURDI TPP,7.00,16-03-2013,135.00,THERMAL,RAJASTHAN,PVT,RAJ WEST POWER LTD (jsw),LIGN,OIL,896.32,833.96,0.00,71.06,1086022.67,191.25,1086213.92,1.21,
,62.00,JALLIPPA KAPURDI TPP,8.00,28-02-2013,135.00,THERMAL,RAJASTHAN,PVT,RAJ WEST POWER LTD (jsw),LIGN,OIL,734.61,681.23,0.00,118.75,891613.72,319.60,891933.32,1.21,
,63.00,JOJBERA,0.00,,240.00,THERMAL,JHARKHAND,PVT,TATA PCL,COAL,OIL,1563.40,1169.23,0.00,636.00,1647786.13,1624.76,1649410.89,1.06,
,63.00,JOJBERA,2.00,09-10-2000,120.00,THERMAL,JHARKHAND,PVT,TATA PCL,COAL,OIL,801.60,597.81,0.00,324.00,845148.42,827.71,845976.12,1.06,
,63.00,JOJBERA,3.00,27-08-2001,120.00,THERMAL,JHARKHAND,PVT,TATA PCL,COAL,OIL,761.80,571.42,0.00,312.00,802637.71,797.05,803434.77,1.05,
,64.00,JSW RATNAGIRI TPP,0.00,,300.00,THERMAL,MAHARASHTRA,PVT,JSW ENERGY,COAL,OIL,1802.62,0.00,814.52,125.56,1652364.00,330.42,1652694.42,0.92,
,64.00,JSW RATNAGIRI TPP,1.00,24-08-2010,300.00,THERMAL,MAHARASHTRA,PVT,JSW ENERGY,COAL,OIL,1802.62,0.00,814.52,125.56,1652364.00,330.42,1652694.42,0.92,
,64.00,JSW RATNAGIRI TPP,2.00,24-11-2010,0.00,THERMAL,MAHARASHTRA,PVT,JSW ENERGY,COAL,OIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,64.00,JSW RATNAGIRI TPP,3.00,28-04-2011,0.00,THERMAL,MAHARASHTRA,PVT,JSW ENERGY,COAL,OIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,64.00,JSW RATNAGIRI TPP,4.00,24-08-2011,0.00,THERMAL,MAHARASHTRA,PVT,JSW ENERGY,COAL,OIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,65.00,K_GUDEM NEW,0.00,,1800.00,THERMAL,TELANGANA,STATE,TSGENCO,COAL,OIL,12032.13,7823.31,0.00,4848.87,10840020.60,14376.07,10854396.67,0.90,
,65.00,K_GUDEM NEW,1.00,31-12-2018,800.00,THERMAL,TELANGANA,STATE,TSGENCO,COAL,OIL,5756.62,3045.89,0.00,2153.27,4836416.67,6493.39,4842910.06,0.84,
,65.00,K_GUDEM NEW,2.00,27-03-1997,250.00,THERMAL,TELANGANA,STATE,TSGENCO,COAL,OIL,1666.50,1477.46,0.00,430.15,1629187.90,1258.07,1630445.97,0.98,
,65.00,K_GUDEM NEW,3.00,28-02-1998,250.00,THERMAL,TELANGANA,STATE,TSGENCO,COAL,OIL,1443.74,1332.61,0.00,944.34,1469962.49,2761.11,1472723.61,1.02,
,65.00,K_GUDEM NEW,4.00,26-06-2011,500.00,THERMAL,TELANGANA,STATE,TSGENCO,COAL,OIL,3165.27,1967.35,0.00,1321.11,2904453.53,3863.49,2908317.03,0.92,
,66.00,K_KHEDA II,0.00,,1340.00,THERMAL,MAHARASHTRA,STATE,MAHAGENCO,COAL,OIL,7525.01,6586.28,361.55,13099.21,8107364.59,38189.38,8145553.96,1.08,
,66.00,K_KHEDA II,1.00,26-03-1989,210.00,THERMAL,MAHARASHTRA,STATE,MAHAGENCO,COAL,OIL,946.96,892.64,49.33,2917.67,1088895.89,8509.98,1097405.87,1.16,
,66.00,K_KHEDA II,2.00,08-01-1990,210.00,THERMAL,MAHARASHTRA,STATE,MAHAGENCO,COAL,OIL,795.59,786.77,14.62,4819.00,931914.14,14012.87,945927.01,1.19,
,66.00,K_KHEDA II,3.00,31-05-2000,210.00,THERMAL,MAHARASHTRA,STATE,MAHAGENCO,COAL,OIL,1187.06,1097.34,65.81,2256.00,1359181.08,6587.18,1365768.26,1.15,
,66.00,K_KHEDA II,4.00,07-01-2001,210.00,THERMAL,MAHARASHTRA,STATE,MAHAGENCO,COAL,OIL,1232.72,1129.28,69.03,1857.00,1404259.48,5407.29,1409666.77,1.14,
,66.00,K_KHEDA II,5.00,05-08-2011,500.00,THERMAL,MAHARASHTRA,STATE,MAHAGENCO,COAL,OIL,3362.68,2680.25,162.76,1249.54,3323114.01,3672.05,3326786.06,0.99,
,67.00,KAHALGAON,0.00,,2340.00,THERMAL,BIHAR,CENTER,NTPC,COAL,OIL,15349.00,12174.20,455.00,7010.00,14935979.29,17830.54,14953809.83,0.97,
,67.00,KAHALGAON,1.00,31-03-1992,210.00,THERMAL,BIHAR,CENTER,NTPC,COAL,OIL,1240.00,1026.90,38.00,968.00,1252379.13,2442.45,1254821.59,1.01,
,67.00,KAHALGAON,2.00,17-03-1994,210.00,THERMAL,BIHAR,CENTER,NTPC,COAL,OIL,1405.00,1165.50,40.00,418.00,1429353.44,956.32,1430309.75,1.02,
,67.00,KAHALGAON,3.00,24-03-1995,210.00,THERMAL,BIHAR,CENTER,NTPC,COAL,OIL,1275.00,1053.80,37.00,1245.00,1286690.45,3120.73,1289811.18,1.01,
,67.00,KAHALGAON,4.00,18-03-1996,210.00,THERMAL,BIHAR,CENTER,NTPC,COAL,OIL,1203.00,995.70,33.00,636.00,1216297.92,1446.15,1217744.08,1.01,
,67.00,KAHALGAON,5.00,31-03-2007,500.00,THERMAL,BIHAR,CENTER,NTPC,COAL,OIL,3607.00,2796.90,108.00,848.00,3438001.35,2355.02,3440356.37,0.95,
,67.00,KAHALGAON,6.00,16-03-2008,500.00,THERMAL,BIHAR,CENTER,NTPC,COAL,OIL,3387.00,2639.70,98.00,1451.00,3239348.38,3486.05,3242834.43,0.96,
,67.00,KAHALGAON,7.00,28-06-2009,500.00,THERMAL,BIHAR,CENTER,NTPC,COAL,OIL,3232.00,2495.70,101.00,1444.00,3073908.62,4023.83,3077932.44,0.95,
,68.00,KAKATIYA TPP ,0.00,,1100.00,THERMAL,TELANGANA,STATE,TSGENCO,COAL,OIL,7740.31,4814.83,0.00,2603.85,7349355.46,7671.62,7357027.07,0.95,
,68.00,KAKATIYA TPP (Stage-I),1.00,27-05-2010,500.00,THERMAL,TELANGANA,STATE,TSGENCO,COAL,OIL,3521.31,2183.45,0.00,1250.82,3332815.24,3666.05,3336481.29,0.95,
,68.00,KAKATIYA TPP (Stage-II),2.00,31-12-2015,600.00,THERMAL,TELANGANA,STATE,TSGENCO,COAL,OIL,4219.00,2631.38,0.00,1353.03,4016540.22,4005.57,4020545.78,0.95,
,69.00,KALISINDH,0.00,,1200.00,THERMAL,RAJASTHAN,STATE,RRVUNL,COAL,OIL,6581.00,4457.57,0.00,5623.68,6863537.08,15916.36,6879453.44,1.05,
,69.00,KALISINDH,1.00,02-05-2014,600.00,THERMAL,RAJASTHAN,STATE,RRVUNL,COAL,OIL,3129.80,2127.88,0.00,2516.11,3283228.08,7117.84,3290345.92,1.05,
,69.00,KALISINDH,2.00,06-06-2015,600.00,THERMAL,RAJASTHAN,STATE,RRVUNL,COAL,OIL,3451.20,2329.69,0.00,3107.57,3580309.00,8798.52,3589107.52,1.04,
,70.00,KAMALANGA ,0.00,,1050.00,THERMAL,ORISSA,PVT,GMR.K LTD,COAL,OIL,7070.13,5454.61,79.13,766.65,6659137.47,2280.16,6661417.62,0.94,
,70.00,KAMALANGA ,1.00,27-01-2013,350.00,THERMAL,ORISSA,PVT,GMR.K LTD,COAL,OIL,2529.81,1956.90,30.33,209.61,2385547.94,623.42,2386171.36,0.94,
